sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,is_recid,r_charge_degree,is_violent_recid,v_decile_score,decile_score
Female,22,African-American,0,1,0,1,294,1683,M,0,O,0,6,6
Male,26,African-American,0,1,0,4,649,1562,M,0,O,0,6,8
Male,46,African-American,1,0,0,5,-1,1422,M,0,O,0,6,8
Male,40,African-American,0,0,0,4,442,1297,F,0,O,0,6,8
Male,45,African-American,0,0,0,1,-84,1147,M,0,O,0,6,6
Male,29,African-American,0,0,0,7,-1,1072,M,0,O,0,6,9
Male,41,African-American,0,0,0,5,-1,1006,M,0,O,0,6,5
Male,41,African-American,0,1,0,9,-1,733,M,0,O,0,6,9
Male,32,African-American,0,0,0,4,302,609,F,1,M,1,6,7
Female,33,Caucasian,0,1,0,10,49,605,M,0,O,0,6,9
Male,33,African-American,0,0,0,4,236,557,F,1,F,1,6,8
Male,26,African-American,0,0,1,1,123,555,F,1,F,0,6,10
Female,30,African-American,0,0,0,4,213,543,M,1,M,1,6,7
Female,21,Caucasian,1,0,0,1,-525,525,F,0,O,0,6,5
Male,36,Caucasian,0,0,0,7,-1,487,M,0,O,0,6,6
Male,20,African-American,1,0,0,1,39,435,F,1,M,1,6,3
Male,43,Caucasian,0,0,0,8,35,435,F,1,F,0,6,4
Male,22,African-American,0,0,0,1,235,427,F,1,M,0,6,5
Male,21,African-American,0,0,1,1,-414,414,F,1,M,0,6,7
Male,45,African-American,0,0,0,13,104,356,F,0,O,0,6,7
Male,32,Hispanic,1,0,0,2,15,353,M,1,M,0,6,7
Male,58,Caucasian,0,0,0,2,343,316,F,0,O,0,6,8
Male,47,Caucasian,0,0,0,5,-312,312,F,1,F,0,6,10
Male,28,Caucasian,0,0,2,9,112,297,M,0,O,0,6,8
Male,64,Caucasian,0,0,0,8,-290,290,F,1,M,0,6,10
Male,20,African-American,1,0,0,1,27,268,F,1,F,0,6,8
Male,22,Hispanic,0,0,0,2,102,257,F,0,O,0,6,3
Female,28,Caucasian,0,0,0,7,606,244,F,0,O,0,6,9
Male,29,African-American,0,0,0,6,-236,236,F,1,M,0,6,8
Female,26,African-American,0,0,0,2,-227,227,F,1,M,0,6,4
Male,27,Hispanic,0,0,0,6,1026,222,F,1,M,0,6,6
Male,30,Caucasian,0,0,0,11,-214,214,M,1,M,0,6,10
Female,51,African-American,1,0,0,10,173,196,F,1,M,0,6,10
Male,41,Caucasian,0,0,0,17,171,186,M,1,F,1,6,9
Male,28,Caucasian,0,0,0,5,-76,183,M,0,O,0,6,7
Male,35,African-American,1,0,0,8,-181,181,F,0,O,0,6,8
Male,21,African-American,1,0,1,1,-171,171,F,1,M,0,6,4
Male,27,African-American,0,0,0,2,-1,169,F,0,O,0,6,7
Male,36,African-American,3,0,2,19,90,159,M,1,F,0,6,10
Male,35,African-American,0,0,0,4,0,159,M,0,O,0,6,5
Male,34,Caucasian,0,0,0,3,-157,158,F,0,O,0,6,9
Male,26,African-American,0,0,0,3,-1,146,M,0,O,0,6,6
Male,25,African-American,0,0,0,10,-181,138,F,0,O,0,6,7
Male,22,Caucasian,0,0,0,2,112,127,F,0,O,0,6,5
Male,54,Caucasian,0,0,0,11,-127,127,F,1,F,0,6,9
Male,30,Caucasian,0,0,0,9,17,124,F,0,O,0,6,8
Male,20,African-American,1,0,0,1,57,117,F,1,M,0,6,4
Male,22,African-American,0,0,0,2,250,105,M,1,M,1,6,6
Male,34,African-American,0,0,0,3,-105,105,F,0,O,0,6,7
Male,35,African-American,0,0,0,18,-112,104,F,1,M,0,6,6
Female,21,Caucasian,0,0,0,1,-99,99,M,0,O,0,6,7
Female,22,African-American,0,0,0,1,-97,97,F,0,O,0,6,6
Male,25,African-American,0,0,0,2,-96,96,F,0,O,0,6,8
Male,28,Hispanic,0,0,0,4,64,93,F,1,M,1,6,4
Male,26,Hispanic,0,0,0,5,-90,90,F,0,O,0,6,5
Male,38,African-American,2,3,0,16,28,88,M,1,M,1,6,9
Female,48,Hispanic,0,0,0,9,-87,87,F,0,O,0,6,6
Male,26,African-American,0,0,0,4,81,86,F,0,O,0,6,8
Female,21,Caucasian,0,0,0,1,-1,86,F,0,O,0,6,6
Female,21,African-American,1,0,0,1,81,79,F,1,M,1,6,6
Male,30,Hispanic,0,1,0,14,-79,79,F,1,M,1,6,4
Male,29,African-American,0,0,0,4,-76,76,F,0,O,0,6,5
Male,26,African-American,0,0,0,4,624,72,M,0,O,0,6,4
Male,28,Hispanic,0,0,0,8,407,70,M,1,M,0,6,8
Male,20,Caucasian,0,0,0,1,-70,70,F,1,M,0,6,5
Female,21,Other,0,0,0,2,244,69,F,1,F,0,6,4
Male,23,Caucasian,0,0,0,1,-69,69,F,0,O,0,6,7
Male,29,Caucasian,0,0,0,7,-67,67,M,1,M,1,6,7
Male,20,African-American,0,0,2,1,-67,67,F,0,O,0,6,4
Male,21,African-American,0,0,1,1,-65,65,F,1,M,0,6,6
Male,34,African-American,0,0,0,12,-63,64,F,1,M,0,6,7
Male,21,African-American,0,0,0,2,29,63,F,1,M,1,6,9
Female,21,Caucasian,0,0,0,2,34,62,M,0,O,0,6,5
Male,25,Other,0,0,0,5,-61,61,F,1,M,0,6,5
Male,24,Caucasian,0,0,0,2,-60,60,M,0,O,0,6,6
Male,47,Caucasian,0,0,0,4,-58,59,F,1,F,0,6,5
Male,23,African-American,0,0,0,1,-58,58,F,0,O,0,6,5
Male,34,African-American,0,0,0,19,-76,54,F,1,F,1,6,7
Male,29,African-American,0,0,0,4,-53,53,F,1,M,1,6,7
Male,26,African-American,0,1,0,8,-52,52,F,0,O,0,6,6
Female,20,Caucasian,0,0,0,1,-49,50,F,0,O,0,6,4
Male,21,Hispanic,0,0,0,1,-48,49,F,0,O,0,6,3
Male,26,African-American,0,0,0,7,-49,49,M,0,O,0,6,8
Male,39,African-American,0,0,0,5,-49,49,F,1,M,0,6,9
Male,21,African-American,0,0,1,1,147,45,F,0,O,0,6,4
Male,21,African-American,0,0,0,1,-1,45,M,0,O,0,6,6
Male,51,African-American,0,0,0,4,-44,45,F,0,O,0,6,7
Male,20,African-American,0,0,1,2,-45,45,F,0,O,0,6,6
Male,36,Hispanic,0,0,0,11,-79,42,F,0,O,0,6,7
Male,22,Caucasian,0,0,0,2,-40,41,F,1,M,1,6,4
Female,20,Caucasian,0,0,0,1,-41,41,F,0,O,0,6,5
Male,29,Caucasian,0,0,0,1,-39,40,F,1,M,0,6,4
Male,21,African-American,0,0,0,1,-39,40,F,0,O,0,6,8
Male,55,African-American,0,0,0,12,-40,40,F,0,O,0,6,8
Male,35,African-American,0,0,0,1,-40,40,F,0,O,0,6,8
Male,21,African-American,0,0,0,1,-40,40,F,0,O,0,6,4
Male,22,African-American,0,0,0,5,-91,40,M,1,F,1,6,10
Male,20,Caucasian,0,0,0,1,-39,39,F,0,O,0,6,4
Male,21,African-American,0,0,0,3,34,38,F,1,M,1,6,6
Male,22,Caucasian,0,0,0,2,-36,36,M,1,M,0,6,4
Male,21,African-American,0,0,0,2,-34,34,F,0,O,0,6,4
Female,20,African-American,0,0,0,2,-34,34,F,0,O,0,6,9
Male,27,African-American,0,0,0,1,-34,33,F,0,O,0,6,6
Male,64,African-American,0,0,0,7,-29,29,F,0,O,0,6,10
Male,44,African-American,0,0,0,9,-28,28,F,0,O,0,6,8
Male,25,Caucasian,0,0,0,1,-27,27,M,0,O,0,6,5
Male,56,African-American,0,0,0,17,-25,25,M,0,O,0,6,6
Male,21,Hispanic,0,0,3,1,-25,25,F,0,O,0,6,8
Male,59,African-American,0,0,0,8,-23,24,F,1,F,0,6,8
Male,31,African-American,0,0,0,1,650,22,F,0,O,0,6,6
Male,24,Caucasian,0,0,1,5,-22,22,F,1,M,1,6,5
Male,35,Caucasian,0,1,0,3,-22,22,F,1,F,0,6,8
Male,21,Hispanic,0,1,0,3,-22,22,F,1,M,0,6,5
Male,20,African-American,0,0,0,1,-22,22,M,0,O,0,6,4
Female,25,African-American,0,0,0,6,24,21,F,1,M,0,6,7
Male,23,Caucasian,0,0,2,1,-20,20,F,1,F,0,6,5
Male,26,African-American,0,0,0,7,-19,19,F,0,O,0,6,7
Female,34,Caucasian,0,0,0,9,84,18,M,1,F,0,6,10
Male,26,Hispanic,0,0,0,9,-18,18,F,0,O,0,6,8
Male,21,African-American,0,0,0,1,-18,18,M,1,M,1,6,7
Male,19,Hispanic,0,0,0,1,-18,18,F,0,O,0,6,3
Male,44,African-American,2,0,0,19,-17,17,M,1,M,1,6,9
Male,29,Caucasian,0,0,0,7,-15,15,F,0,O,0,6,6
Female,22,African-American,0,0,0,5,-42,15,F,1,F,0,6,9
Male,21,African-American,0,0,0,1,-14,14,M,0,O,0,6,4
Male,34,African-American,0,0,0,5,-13,13,M,0,O,0,6,6
Female,22,African-American,0,0,0,4,-13,13,F,0,O,0,6,10
Male,21,African-American,0,0,0,1,-10,10,F,0,O,0,6,3
Male,21,African-American,0,0,0,0,-6,7,M,0,O,0,6,6
Male,20,Hispanic,0,2,2,2,-7,7,F,0,O,0,6,7
Female,20,Hispanic,2,0,0,2,-7,7,F,0,O,0,6,6
Male,22,African-American,0,0,0,0,-5,6,F,1,M,0,6,4
Male,33,African-American,0,0,0,21,-6,6,M,1,M,0,6,7
Male,41,Hispanic,0,0,0,5,-6,6,M,0,O,0,6,4
Male,20,African-American,0,0,0,0,-4,5,F,0,O,0,6,3
Male,29,African-American,0,0,0,2,-5,5,F,0,O,0,6,7
Male,30,African-American,0,0,0,1,-5,5,M,0,O,0,6,4
Male,21,Hispanic,0,0,0,0,-5,5,F,0,O,0,6,3
Male,20,African-American,0,0,0,0,-5,5,F,0,O,0,6,3
Male,23,Caucasian,0,0,1,3,18,4,F,1,F,0,6,6
Male,26,African-American,0,0,0,4,-1,4,F,1,M,0,6,7
Male,22,Caucasian,0,0,2,0,-3,4,F,0,O,0,6,5
Male,21,Other,0,0,0,0,-3,4,F,1,M,0,6,4
Male,25,African-American,0,1,1,10,-4,4,F,1,M,0,6,10
Male,21,Hispanic,0,0,1,1,-4,4,F,1,M,0,6,5
Female,21,African-American,0,0,0,0,-4,4,M,0,O,0,6,6
Female,21,African-American,0,0,0,0,-4,4,F,1,M,0,6,5
Male,27,Caucasian,0,0,0,7,-1,3,F,1,M,0,6,8
Male,23,African-American,0,0,0,3,-2,3,F,0,O,0,6,4
Male,24,African-American,0,0,0,3,-3,3,F,1,M,0,6,6
Male,22,African-American,0,0,0,1,-3,3,M,0,O,0,6,6
Male,21,Hispanic,0,0,0,0,-3,3,F,0,O,0,6,5
Male,38,African-American,1,0,0,8,-1,2,M,0,O,0,6,7
Male,68,Caucasian,0,0,0,7,-1,2,F,1,M,1,6,7
Male,29,African-American,0,2,0,7,-1,2,F,1,F,0,6,7
Male,21,African-American,0,0,0,2,-1,2,F,0,O,0,6,5
Male,21,African-American,0,1,0,1,-1,2,F,1,M,0,6,3
Female,24,Caucasian,0,0,0,0,-1,2,M,0,O,0,6,10
Male,21,African-American,0,0,0,0,-1,2,F,0,O,0,6,4
Male,20,Caucasian,0,0,0,0,-1,2,F,1,M,0,6,7
Male,38,African-American,0,0,0,18,-2,2,F,1,M,1,6,6
Male,22,Caucasian,0,0,2,5,-2,2,F,1,F,1,6,8
Male,52,Caucasian,0,0,0,3,-2,2,M,0,O,0,6,9
Female,22,African-American,0,1,0,3,-2,2,M,0,O,0,6,9
Female,22,Caucasian,0,0,0,0,-2,2,F,1,F,0,6,7
Male,21,Caucasian,0,0,0,0,-2,2,F,1,F,1,6,9
Female,21,African-American,0,0,0,0,-2,2,F,0,O,0,6,5
Male,21,African-American,0,0,0,0,-2,2,F,0,O,0,6,6
Female,21,African-American,0,0,0,0,-2,2,F,1,F,0,6,5
Female,20,Caucasian,0,0,0,0,-2,2,F,1,M,1,6,3
Male,20,Hispanic,0,0,0,0,-2,2,M,1,M,0,6,4
Male,20,Caucasian,0,0,0,0,-2,2,F,0,O,0,6,6
Male,38,African-American,0,0,0,13,-4,2,F,0,O,0,6,10
Male,61,African-American,0,0,0,19,-114,2,F,0,O,0,6,9
Male,21,Other,0,0,0,1,982,1,F,0,O,0,6,4
Male,21,Hispanic,0,0,0,0,657,1,M,1,M,1,6,4
Male,21,African-American,0,0,0,0,523,1,F,1,F,0,6,4
Male,51,African-American,0,0,0,4,434,1,M,0,O,0,6,3
Male,25,African-American,0,1,0,10,410,1,F,1,M,0,6,9
Female,28,African-American,0,0,0,0,391,1,F,1,M,0,6,10
Female,20,African-American,0,0,0,1,38,1,M,0,O,0,6,4
Male,24,African-American,0,0,1,3,26,1,F,1,F,0,6,8
Male,23,African-American,1,0,0,5,24,1,F,1,F,1,6,8
Male,22,African-American,0,0,0,1,13,1,F,0,O,0,6,7
Male,34,Caucasian,1,0,0,26,0,1,F,0,O,0,6,8
Male,27,African-American,0,2,1,18,0,1,F,1,M,0,6,9
Male,31,Hispanic,0,0,0,16,0,1,F,1,F,0,6,10
Male,53,African-American,0,0,0,13,0,1,F,0,O,0,6,3
Male,55,African-American,0,0,0,11,0,1,F,0,O,0,6,6
Male,28,African-American,1,0,1,11,0,1,F,1,M,0,6,8
Male,42,African-American,0,0,0,10,0,1,F,0,O,0,6,9
Male,29,African-American,0,0,0,10,0,1,F,1,F,0,6,6
Male,36,African-American,0,0,0,9,0,1,F,1,M,0,6,7
Male,29,African-American,0,0,0,8,0,1,M,1,F,1,6,9
Male,39,African-American,0,0,0,7,0,1,F,1,F,1,6,8
Male,25,Caucasian,0,1,0,6,0,1,F,1,M,1,6,8
Male,33,African-American,0,0,0,5,0,1,M,1,M,0,6,8
Male,33,Caucasian,0,0,0,5,0,1,F,1,M,0,6,6
Male,34,African-American,0,0,0,4,0,1,M,0,O,0,6,6
Male,26,Hispanic,0,0,0,4,0,1,F,0,O,0,6,6
Male,24,Caucasian,0,0,1,4,0,1,F,0,O,0,6,6
Female,22,African-American,0,0,0,4,0,1,F,1,M,1,6,9
Male,20,Caucasian,0,0,0,4,0,1,F,0,O,0,6,7
Male,47,African-American,0,0,0,3,0,1,M,1,M,0,6,5
Male,41,Caucasian,0,0,0,3,0,1,F,0,O,0,6,9
Male,38,African-American,0,0,0,3,0,1,F,0,O,0,6,5
Male,34,African-American,0,0,0,3,0,1,F,0,O,0,6,8
Male,24,Caucasian,0,0,2,3,0,1,F,1,M,0,6,4
Female,23,African-American,0,2,0,3,0,1,F,0,O,0,6,6
Male,23,African-American,0,0,0,3,0,1,M,0,O,0,6,5
Male,22,Caucasian,0,0,0,3,0,1,M,1,F,0,6,10
Male,21,African-American,0,2,0,3,0,1,F,1,F,1,6,5
Male,62,Caucasian,0,0,0,2,0,1,M,0,O,0,6,7
Male,50,Caucasian,0,0,0,2,0,1,F,0,O,0,6,3
Male,43,African-American,0,0,0,2,0,1,F,0,O,0,6,7
Male,34,African-American,0,0,0,2,0,1,F,0,O,0,6,10
Male,33,African-American,0,0,0,2,0,1,M,0,O,0,6,6
Male,32,African-American,0,0,0,2,0,1,F,1,M,1,6,8
Male,29,African-American,0,0,0,2,0,1,F,0,O,0,6,9
Male,28,Caucasian,0,0,0,2,0,1,F,0,O,0,6,6
Male,28,African-American,0,0,0,2,0,1,F,1,M,0,6,5
Male,25,African-American,0,0,0,2,0,1,F,0,O,0,6,7
Male,24,African-American,0,0,0,2,0,1,M,1,F,0,6,8
Male,24,Hispanic,0,0,0,2,0,1,F,1,F,1,6,8
Male,22,African-American,0,0,0,2,0,1,F,0,O,0,6,5
Male,22,African-American,0,0,0,2,0,1,F,1,F,0,6,7
Male,31,African-American,0,0,0,1,0,1,F,1,M,0,6,10
Male,25,African-American,0,0,0,1,0,1,F,0,O,0,6,6
Male,25,African-American,0,0,0,1,0,1,F,0,O,0,6,5
Male,24,Caucasian,0,0,0,1,0,1,M,1,M,0,6,4
Male,24,African-American,0,0,0,1,0,1,M,1,F,0,6,8
Male,23,African-American,0,0,0,1,0,1,M,0,O,0,6,4
Male,22,African-American,0,0,0,1,0,1,F,1,M,0,6,7
Male,22,African-American,0,0,0,1,0,1,F,0,O,0,6,4
Male,21,Other,0,0,0,1,0,1,F,1,M,0,6,6
Male,21,Caucasian,0,0,0,1,0,1,F,0,O,0,6,8
Male,49,Caucasian,0,0,0,0,0,1,F,0,O,0,6,6
Male,33,African-American,0,0,0,0,0,1,F,1,F,1,6,10
Male,32,African-American,0,0,0,0,0,1,F,0,O,0,6,9
Male,31,Caucasian,0,0,0,0,0,1,F,0,O,0,6,7
Female,28,African-American,0,0,0,0,0,1,F,0,O,0,6,8
Male,25,African-American,0,0,0,0,0,1,F,1,F,0,6,8
Male,22,Caucasian,0,0,0,0,0,1,F,1,M,0,6,4
Female,22,Hispanic,0,0,0,0,0,1,F,0,O,0,6,6
Male,22,African-American,0,0,0,0,0,1,F,0,O,0,6,4
Male,22,African-American,0,0,1,0,0,1,F,1,F,0,6,3
Male,22,African-American,0,0,0,0,0,1,F,0,O,0,6,4
Male,22,Caucasian,0,0,0,0,0,1,F,0,O,0,6,7
Male,22,African-American,0,0,0,0,0,1,F,1,F,0,6,5
Female,22,African-American,0,0,0,0,0,1,F,0,O,0,6,7
Male,22,Caucasian,0,0,1,0,0,1,M,1,M,0,6,6
Male,21,Hispanic,0,0,0,0,0,1,F,0,O,0,6,7
Male,21,Hispanic,0,0,0,0,0,1,F,1,M,0,6,4
Male,21,African-American,0,0,0,0,0,1,F,0,O,0,6,3
Male,21,African-American,0,0,0,0,0,1,M,1,F,0,6,9
Male,21,Caucasian,0,0,0,0,0,1,M,1,M,0,6,4
Male,20,African-American,0,0,0,0,0,1,F,1,M,0,6,4
Male,20,African-American,0,0,0,0,0,1,M,0,O,0,6,3
Female,20,African-American,0,0,0,0,0,1,M,1,M,0,6,4
Male,20,African-American,0,0,0,0,0,1,F,0,O,0,6,3
Male,20,African-American,0,0,0,0,0,1,F,1,M,0,6,4
Male,20,African-American,0,0,0,0,0,1,F,0,O,0,6,4
Female,19,Hispanic,0,0,0,0,0,1,M,0,O,0,6,5
Male,59,Caucasian,0,0,0,35,-1,1,F,0,O,0,6,9
Female,34,African-American,0,0,0,30,-1,1,M,1,F,0,6,9
Male,41,Caucasian,1,1,3,28,-1,1,F,0,O,0,6,7
Male,51,African-American,0,0,0,26,-1,1,F,1,F,1,6,8
Male,36,Hispanic,0,1,0,26,-1,1,F,1,F,0,6,10
Male,32,African-American,1,3,0,24,-1,1,F,1,F,1,6,7
Male,25,Other,20,0,0,24,-1,1,F,1,M,1,6,10
Male,37,African-American,1,8,5,23,-1,1,F,1,F,0,6,8
Male,35,African-American,0,1,0,23,-1,1,F,1,F,0,6,9
Male,30,African-American,0,0,0,23,-1,1,F,0,O,0,6,9
Male,59,African-American,0,0,0,22,-1,1,F,1,F,0,6,6
Male,30,Caucasian,0,0,0,22,-1,1,F,1,M,0,6,5
Female,47,African-American,0,1,1,21,-1,1,M,1,M,0,6,9
Male,26,African-American,0,2,2,20,-1,1,F,1,M,0,6,9
Male,49,African-American,0,0,0,19,-1,1,F,0,O,0,6,10
Male,34,African-American,0,2,1,19,-1,1,F,1,M,0,6,10
Male,50,African-American,0,0,0,18,-1,1,F,1,M,0,6,8
Male,46,African-American,0,0,0,17,-1,1,F,1,F,0,6,9
Male,29,African-American,0,1,0,17,-1,1,F,1,F,0,6,10
Male,39,African-American,1,1,0,16,-1,1,F,0,O,0,6,9
Male,35,African-American,0,0,0,16,-1,1,F,1,M,0,6,8
Male,34,African-American,0,0,0,16,-1,1,F,1,M,0,6,9
Male,34,Caucasian,0,0,0,16,-1,1,F,1,M,0,6,6
Male,33,African-American,0,2,2,16,-1,1,F,1,M,0,6,9
Male,31,African-American,2,1,1,16,-1,1,F,1,M,0,6,9
Male,43,African-American,0,0,0,15,-1,1,M,1,F,1,6,9
Male,40,African-American,1,0,0,15,-1,1,F,0,O,0,6,8
Male,34,Caucasian,0,1,0,15,-1,1,F,0,O,0,6,7
Male,32,Caucasian,2,0,1,15,-1,1,F,1,M,0,6,9
Male,26,African-American,0,0,0,15,-1,1,F,0,O,0,6,9
Female,50,Caucasian,0,0,0,14,-1,1,F,0,O,0,6,9
Male,42,African-American,0,0,0,14,-1,1,F,1,F,0,6,7
Male,32,African-American,0,0,0,14,-1,1,F,1,M,1,6,9
Male,53,African-American,0,0,0,13,-1,1,F,0,O,0,6,7
Male,52,Other,0,0,0,13,-1,1,F,1,M,0,6,7
Male,45,African-American,0,0,0,13,-1,1,M,1,F,1,6,7
Male,42,African-American,1,0,1,13,-1,1,M,1,M,0,6,8
Male,39,African-American,0,0,0,13,-1,1,F,1,F,1,6,8
Male,39,African-American,0,1,0,13,-1,1,F,1,M,0,6,10
Female,32,African-American,0,1,0,13,-1,1,F,0,O,0,6,6
Female,28,African-American,0,0,0,13,-1,1,F,1,M,0,6,9
Male,57,African-American,0,0,0,12,-1,1,F,0,O,0,6,9
Male,45,African-American,1,0,0,12,-1,1,M,1,M,0,6,8
Male,39,African-American,1,0,0,12,-1,1,F,0,O,0,6,6
Male,35,Hispanic,0,1,0,12,-1,1,F,0,O,0,6,9
Male,32,African-American,0,0,0,12,-1,1,F,1,F,0,6,8
Male,32,African-American,0,1,3,12,-1,1,M,1,F,1,6,10
Male,30,African-American,0,1,2,12,-1,1,F,0,O,0,6,7
Female,43,Caucasian,0,0,0,11,-1,1,M,0,O,0,6,8
Male,41,Caucasian,0,0,0,11,-1,1,F,0,O,0,6,9
Male,37,African-American,0,0,0,11,-1,1,F,1,M,0,6,8
Male,29,Caucasian,0,0,1,11,-1,1,F,1,F,0,6,8
Male,27,African-American,0,1,0,11,-1,1,F,0,O,0,6,8
Male,22,African-American,0,0,0,11,-1,1,F,0,O,0,6,8
Male,48,African-American,1,0,0,10,-1,1,F,1,M,0,6,7
Female,46,African-American,0,0,0,10,-1,1,F,0,O,0,6,9
Male,31,African-American,5,0,0,10,-1,1,F,1,F,0,6,9
Male,31,African-American,0,0,0,10,-1,1,F,1,M,0,6,6
Male,27,African-American,0,0,0,10,-1,1,F,1,F,0,6,9
Male,26,African-American,1,1,0,10,-1,1,F,1,F,1,6,9
Male,50,Hispanic,0,0,0,9,-1,1,M,1,F,0,6,5
Male,40,Caucasian,1,0,0,9,-1,1,F,0,O,0,6,9
Male,34,African-American,3,1,0,9,-1,1,F,1,M,0,6,7
Male,32,African-American,2,1,0,9,-1,1,F,0,O,0,6,10
Female,29,African-American,0,0,3,9,-1,1,M,1,F,0,6,8
Male,28,Asian,0,0,0,9,-1,1,F,1,M,0,6,8
Male,27,African-American,0,0,0,9,-1,1,F,1,M,1,6,7
Male,26,African-American,1,2,0,9,-1,1,F,1,M,0,6,10
Male,29,Other,0,0,0,8,-1,1,F,1,M,1,6,6
Male,28,African-American,0,0,0,8,-1,1,F,1,F,0,6,6
Male,28,African-American,0,1,0,8,-1,1,F,1,M,0,6,6
Male,28,African-American,0,0,0,8,-1,1,M,1,M,0,6,6
Male,27,African-American,0,0,0,8,-1,1,F,1,F,1,6,5
Male,26,African-American,0,0,0,8,-1,1,F,1,M,0,6,9
Male,25,Caucasian,0,0,0,8,-1,1,F,1,M,0,6,7
Male,23,African-American,0,0,0,8,-1,1,F,1,M,0,6,10
Male,22,African-American,0,1,0,8,-1,1,F,1,M,1,6,4
Male,40,Caucasian,0,0,0,7,-1,1,F,0,O,0,6,8
Male,37,Caucasian,0,0,0,7,-1,1,F,1,F,0,6,8
Male,33,African-American,0,2,0,7,-1,1,F,1,F,1,6,9
Male,32,African-American,0,1,3,7,-1,1,F,1,M,1,6,8
Male,29,African-American,0,0,0,7,-1,1,F,0,O,0,6,9
Male,29,Caucasian,0,0,1,7,-1,1,M,1,M,1,6,7
Male,29,African-American,0,0,0,7,-1,1,F,0,O,0,6,2
Female,28,Caucasian,0,0,0,7,-1,1,F,1,F,0,6,9
Male,28,African-American,0,0,0,7,-1,1,F,1,M,1,6,7
Male,28,African-American,0,0,1,7,-1,1,F,0,O,0,6,10
Female,28,African-American,0,0,0,7,-1,1,F,1,M,0,6,6
Male,27,African-American,0,0,0,7,-1,1,F,1,O,0,6,9
Male,26,African-American,0,0,0,7,-1,1,F,0,O,0,6,6
Male,25,African-American,0,0,1,7,-1,1,M,1,M,0,6,9
Male,24,African-American,0,0,0,7,-1,1,F,1,M,0,6,9
Male,24,African-American,0,0,0,7,-1,1,F,1,F,0,6,7
Male,42,African-American,0,0,0,6,-1,1,M,0,O,0,6,5
Male,35,African-American,0,0,0,6,-1,1,F,1,F,1,6,8
Male,32,African-American,0,0,0,6,-1,1,F,1,F,0,6,8
Male,31,African-American,3,0,0,6,-1,1,F,1,F,1,6,10
Male,31,African-American,2,0,0,6,-1,1,F,0,O,0,6,6
Male,30,African-American,0,0,0,6,-1,1,F,0,O,0,6,9
Male,29,Hispanic,0,0,0,6,-1,1,F,0,O,0,6,5
Male,28,African-American,0,0,0,6,-1,1,M,1,M,1,6,6
Male,28,African-American,0,0,0,6,-1,1,F,1,M,0,6,9
Male,28,African-American,0,1,0,6,-1,1,F,0,O,0,6,6
Male,26,African-American,0,0,0,6,-1,1,F,0,O,0,6,6
Female,26,African-American,0,0,0,6,-1,1,F,0,O,0,6,8
Male,26,African-American,0,0,0,6,-1,1,F,1,F,1,6,7
Male,26,African-American,0,0,0,6,-1,1,M,0,O,0,6,9
Male,26,Other,0,0,0,6,-1,1,F,0,O,0,6,7
Male,24,African-American,0,0,0,6,-1,1,F,1,M,0,6,6
Male,23,African-American,1,2,2,6,-1,1,F,1,F,1,6,6
Male,23,African-American,0,3,1,6,-1,1,F,1,F,0,6,10
Male,20,Caucasian,0,0,0,6,-1,1,F,0,O,0,6,4
Male,43,Caucasian,0,0,0,5,-1,1,F,0,O,0,6,5
Male,42,African-American,0,0,0,5,-1,1,F,0,O,0,6,6
Male,35,Hispanic,0,0,0,5,-1,1,M,1,M,1,6,6
Male,32,African-American,0,0,0,5,-1,1,F,0,O,0,6,10
Male,30,African-American,0,0,1,5,-1,1,F,1,F,1,6,6
Male,30,African-American,1,0,0,5,-1,1,F,1,M,1,6,9
Male,30,African-American,0,0,0,5,-1,1,F,1,M,0,6,4
Female,29,Caucasian,0,0,0,5,-1,1,F,0,O,0,6,10
Male,28,African-American,0,0,0,5,-1,1,M,0,O,0,6,8
Male,27,African-American,0,0,0,5,-1,1,F,0,O,0,6,8
Male,27,Caucasian,0,0,0,5,-1,1,F,1,M,0,6,6
Male,27,Hispanic,0,0,0,5,-1,1,F,0,O,0,6,10
Female,26,African-American,0,0,0,5,-1,1,F,1,F,1,6,9
Male,26,African-American,0,0,0,5,-1,1,F,1,F,1,6,7
Female,26,African-American,0,0,0,5,-1,1,F,1,M,0,6,5
Male,26,Caucasian,0,0,0,5,-1,1,M,0,O,0,6,5
Male,26,African-American,0,0,0,5,-1,1,F,1,M,0,6,7
Male,26,African-American,0,0,0,5,-1,1,M,0,O,0,6,7
Male,26,African-American,0,0,0,5,-1,1,F,0,O,0,6,5
Male,25,African-American,0,0,0,5,-1,1,F,0,O,0,6,8
Male,25,African-American,0,0,0,5,-1,1,F,1,M,1,6,9
Male,25,African-American,0,0,0,5,-1,1,M,1,F,1,6,8
Male,24,African-American,0,2,0,5,-1,1,F,0,O,0,6,6
Male,22,African-American,1,1,0,5,-1,1,F,0,O,0,6,9
Male,21,African-American,0,0,0,5,-1,1,M,1,M,0,6,5
Female,47,African-American,0,0,0,4,-1,1,M,0,O,0,6,6
Female,36,African-American,0,0,0,4,-1,1,F,1,F,0,6,10
Male,35,African-American,0,0,0,4,-1,1,M,0,O,0,6,5
Male,34,Caucasian,0,0,0,4,-1,1,F,0,O,0,6,5
Male,33,African-American,0,0,0,4,-1,1,M,1,M,1,6,5
